"month","oilsupply_shock","oildemand_shock","oilprice_shock"
2005-01-01,1.06593067829959,-0.718764874971555,1.17158784765668
2005-02-01,0.427458990606658,0.223251992963495,-0.082118797442853
2005-03-01,0.00749671642026656,-0.0303894782079718,1.60087325732429
2005-04-01,-0.077083103201791,-0.354376823235766,-0.619119877100293
2005-05-01,-0.256124996808825,-0.87312919733895,-0.318918920017859
2005-06-01,-0.360347565015944,-0.991492605315464,1.65923407968616
2005-07-01,-0.546702732388771,-1.07286687458307,0.262743795701904
2005-08-01,-0.703375216154662,-0.135509228767775,1.40353542535647
2005-09-01,-1.12337746483091,0.728007174905391,-0.447963141003815
2005-10-01,-0.19586676800511,0.166778805026573,-0.583107691166378
2005-11-01,1.00542780107952,-0.241209324186187,-0.561199777930631
2005-12-01,0.599838809230636,-0.148165223512763,0.401660460631684
2006-01-01,-0.67722430224678,-0.568486689988486,0.863646329045886
2006-02-01,-0.476497202655209,0.179491791560505,-0.856125088120072
2006-03-01,-0.340904875852485,0.153407529117373,0.516686577428001
2006-04-01,0.219974969673495,-0.31916540701194,0.863363903950853
2006-05-01,-1.09943425058298,-0.110990513185897,-0.377992951809925
2006-06-01,-0.434273349677988,0.300966240362249,0.0425020699949522
2006-07-01,1.37948117152855,0.365123380624931,0.715072375950147
2006-08-01,-0.546735674302132,0.904659798462532,-0.801172309931867
2006-09-01,-0.521686601416083,0.259531432663662,-1.62595336924769
2006-10-01,0.999803170316703,0.171170074870554,-0.516888984306741
2006-11-01,0.0473985436935519,0.476989655127702,-0.101754455132872
2006-12-01,0.104344065498635,0.0211777790266763,0.236102847319341
2007-01-01,-0.706562671146879,0.0363592327828683,-1.78997191225518
2007-02-01,0.724494727619952,0.0271297345290811,1.45877954811167
2007-03-01,0.100090726310597,0.691222509135385,-0.411394069125757
2007-04-01,-0.0304509049085791,0.268524772057364,0.558241598287684
2007-05-01,-0.990512326312805,0.381883580084329,-0.759936397943222
2007-06-01,-0.670587947941358,-0.631288141114538,0.530178616510468
2007-07-01,0.605403248207195,0.605862542414726,0.868173836457966
2007-08-01,-1.43792514188007,0.130430617650928,-0.834290121238188
2007-09-01,0.718334524302549,0.640370972118313,1.26587792165189
2007-10-01,0.767270904754743,0.716169687513734,0.343336984580674
2007-11-01,-0.904355151922592,-0.128947930098297,0.44019230785198
2007-12-01,0.312557654149647,-0.435524376012259,-0.497609328928142
2008-01-01,0.229613236755348,-1.27233654910203,0.610159787911666
2008-02-01,0.0519664953294686,0.154497210497795,0.444320170398057
2008-03-01,0.0957883054107076,0.513611010951127,1.29759245496134
2008-04-01,-1.20950420087105,-0.224625915300449,0.0755603208688098
2008-05-01,-0.106417931739235,1.02697994529362,0.855350234187729
2008-06-01,-0.529381818152671,-0.724818974243347,0.143261586220011
2008-07-01,0.473479945905071,-0.557741627518471,-0.0610929942511311
2008-08-01,-1.76938416208229,-0.614970085019303,-1.55467609730623
2008-09-01,-0.987409685020749,-1.68877229187623,-0.694804400209989
2008-10-01,2.04167038761168,-4.2115056585419,-1.8168338076908
2008-11-01,0.717346438231585,-1.97683283610168,-0.952317837538216
2008-12-01,0.448171790342851,0.317727352621231,-1.94955739411273
2009-01-01,0.331400424856296,0.994953414043294,1.24288627070233
2009-02-01,1.65322801056701,2.8141917482665,-1.4701048228661
2009-03-01,0.114803822881799,-0.115621817146513,1.82099682201756
2009-04-01,0.0343547986969143,-0.740631423281422,-0.886666774755101
2009-05-01,-1.50007190800842,2.08868343928844,1.63239549525562
2009-06-01,-0.437750934394153,0.870848796058727,0.907160303366041
2009-07-01,0.362686054396829,-1.06572619089149,-1.47896772485398
2009-08-01,-1.04825723196061,-0.402077374420772,1.20672118047871
2009-09-01,0.464966472818665,-0.692243271377182,-0.260069115569367
2009-10-01,0.232619475967876,0.772074687575663,1.43979874301607
2009-11-01,-0.0876426682364425,1.31987927917598,-0.181533867450822
2009-12-01,-0.699845656451281,-0.824272728459643,-0.914123022572068
2010-01-01,0.338745894478749,-0.198190950459909,0.639421512001056
2010-02-01,0.34731842207336,-0.730255117001288,-0.190651666681548
2010-03-01,0.116785781072243,0.994537578123983,0.974535306362934
2010-04-01,-0.497502613381029,-0.61119629097887,0.151616532680899
2010-05-01,-0.299356888760698,1.10051003047624,-1.77809570336478
2010-06-01,-0.168244277077989,-1.08204220935976,0.646556686044205
2010-07-01,0.661165397791199,-1.8663082017911,0.1121980442767
2010-08-01,-0.522441993978332,1.51152133425908,0.254401772732791
2010-09-01,0.345533330329242,-0.129600254532719,0.100674008050457
2010-10-01,0.534211272991472,0.0548275656945379,0.794517519848375
2010-11-01,0.213951539760117,-0.682743057021493,0.0294968894494451
2010-12-01,-0.330562457288676,-0.49735267300026,0.763566700111326
2011-01-01,0.69075923687095,-1.75952189701654,0.495026558836606
2011-02-01,-0.972116304875904,-0.364156845867686,0.254925576019707
2011-03-01,-1.56289607226277,0.916456611099752,1.43787805514467
2011-04-01,-0.652524478854949,-1.27986952767837,0.217504072027097
2011-05-01,-1.60738064742577,0.116391366420879,-1.42349251905571
2011-06-01,1.13748623362934,0.180687027036502,0.163891361131917
2011-07-01,0.989163215368213,-0.0417021505194887,0.218794530043792
2011-08-01,0.687264340940958,0.21743060068307,-1.3172600590784
2011-09-01,-0.567225057323446,1.50063436723208,-0.0124975014078138
2011-10-01,1.23786944983255,0.171872318840961,-0.0396069345313257
2011-11-01,1.36895339701819,-0.43779526739477,1.27007596895026
2011-12-01,0.00853952897679174,0.261281927938018,-0.213549625715592
